student_number,cycle,academic_year,school,grade,test_version,subject,percent_correct
302001611,1,2019,School1,10,1,ELA,59.38
303001253,1,2019,School1,9,1,Math,46.55
303001253,1,2019,School1,9,1,ELA,38.54
303001260,1,2019,School1,9,1,Math,39.66
303001260,1,2019,School1,9,1,ELA,25
310001369,1,2019,School1,9,1,Math,25.86
310001369,1,2019,School1,9,1,ELA,29.17
305002230,1,2019,School1,10,1,Math,22.41
305002230,1,2019,School1,10,1,ELA,33.33
303001251,1,2019,School1,9,1,Math,43.1
303001251,1,2019,School1,9,1,ELA,43.75
303001252,1,2019,School1,9,1,Math,60.34
303001252,1,2019,School1,9,1,ELA,46.88
310001370,1,2019,School1,9,1,Math,39.66
310001370,1,2019,School1,9,1,ELA,45.83
701158125,1,2019,School1,9,1,Math,31.03
701158125,1,2019,School1,9,1,ELA,25
701152540,1,2019,School1,11,0.5,Math,0
701152540,1,2019,School1,11,0.5,ELA,29.17
310001372,1,2019,School1,9,1,Math,22.41
310001372,1,2019,School1,9,1,ELA,0
701153385,1,2019,School1,10,1,Math,17.24
701153385,1,2019,School1,10,1,ELA,30.21
305001576,1,2019,School1,9,1,Math,36.21
305001576,1,2019,School1,9,1,ELA,43.75
302001360,1,2019,School1,10,1,Math,48.28
302001360,1,2019,School1,10,1,ELA,34.38
882576438,1,2019,School1,10,0.5,Math,24.14
882576438,1,2019,School1,10,0.5,ELA,12.5
302001613,1,2019,School1,9,1,Math,32.76
302001613,1,2019,School1,9,1,ELA,35.42
701156487,1,2019,School1,9,1,Math,17.24
701156487,1,2019,School1,9,1,ELA,40.63
305002232,1,2019,School1,10,1,Math,34.48
305002232,1,2019,School1,10,1,ELA,47.92
310001373,1,2019,School1,9,1,Math,48.28
310001373,1,2019,School1,9,1,ELA,28.13
305001463,1,2019,School1,9,1,Math,24.14
305001463,1,2019,School1,9,1,ELA,22.92
302001614,1,2019,School1,10,1,Math,22.41
302001614,1,2019,School1,10,1,ELA,25
303001243,1,2019,School1,9,1,Math,58.62
303001243,1,2019,School1,9,1,ELA,38.54
302001749,1,2019,School1,10,1,Math,39.66
302001749,1,2019,School1,10,1,ELA,28.13
309001027,1,2019,School1,11,1,Math,48.28
309001027,1,2019,School1,11,1,ELA,37.5
303001281,1,2019,School1,9,1,Math,27.59
303001281,1,2019,School1,9,1,ELA,37.5
302001615,1,2019,School1,10,1,Math,39.66
302001615,1,2019,School1,10,1,ELA,32.29
303001206,1,2019,School1,10,1,Math,17.24
303001206,1,2019,School1,10,1,ELA,30.21
302001750,1,2019,School1,10,1,Math,55.17
302001750,1,2019,School1,10,1,ELA,42.71
701158490,1,2019,School1,10,1,Math,20.69
701158490,1,2019,School1,10,1,ELA,15.63
302001617,1,2019,School1,10,1,Math,46.55
302001617,1,2019,School1,10,1,ELA,50
302001618,1,2019,School1,10,1,Math,44.83
302001618,1,2019,School1,10,1,ELA,39.58
303001231,1,2019,School1,9,1,Math,46.55
303001231,1,2019,School1,9,1,ELA,41.67
309001029,1,2019,School1,11,1,Math,48.28
309001029,1,2019,School1,11,1,ELA,45.83
302001756,1,2019,School1,11,1,Math,65.52
302001756,1,2019,School1,11,1,ELA,68.75
310001375,1,2019,School1,9,1,Math,18.97
310001375,1,2019,School1,9,1,ELA,31.25
309001030,1,2019,School1,11,1,Math,27.59
309001030,1,2019,School1,11,1,ELA,47.92
302001365,1,2019,School1,10,1,Math,32.76
302001365,1,2019,School1,10,1,ELA,22.92
305001386,1,2019,School1,9,1,Math,41.38
305001386,1,2019,School1,9,1,ELA,36.46
302001366,1,2019,School1,10,1,Math,65.52
302001366,1,2019,School1,10,1,ELA,56.25
302001367,1,2019,School1,10,1,Math,25.86
302001367,1,2019,School1,10,1,ELA,27.08
302001368,1,2019,School1,10,1,Math,37.93
302001368,1,2019,School1,10,1,ELA,51.04
305003408,1,2019,School1,9,1,Math,20.69
305003408,1,2019,School1,9,1,ELA,22.92
486179185,1,2019,School1,9,1,Math,12.07
486179185,1,2019,School1,9,1,ELA,13.54
302001156,1,2019,School1,11,1,Math,58.62
302001156,1,2019,School1,11,1,ELA,55.21
701153784,1,2019,School1,9,1,Math,32.76
701153784,1,2019,School1,9,1,ELA,27.08
305001372,1,2019,School1,10,1,Math,20.69
305001372,1,2019,School1,10,1,ELA,34.38
701153891,1,2019,School1,11,0.5,Math,10.34
701153891,1,2019,School1,11,0.5,ELA,14.58
701153811,1,2019,School1,9,1,Math,36.21
701153811,1,2019,School1,9,1,ELA,26.04
310001379,1,2019,School1,9,1,Math,24.14
310001379,1,2019,School1,9,1,ELA,25
309001036,1,2019,School1,11,1,Math,67.24
309001036,1,2019,School1,11,1,ELA,80.21
310001380,1,2019,School1,9,1,Math,25.86
310001380,1,2019,School1,9,1,ELA,33.33
310001381,1,2019,School1,9,1,Math,43.1
310001381,1,2019,School1,9,1,ELA,42.71
302001148,1,2019,School1,11,1,Math,13.79
302001148,1,2019,School1,11,1,ELA,33.33
309001038,1,2019,School1,11,1,Math,41.38
309001038,1,2019,School1,11,1,ELA,56.25
305002326,1,2019,School1,10,1,Math,39.66
305002326,1,2019,School1,10,1,ELA,26.04
305002264,1,2019,School1,10,1,Math,63.79
305002264,1,2019,School1,10,1,ELA,59.38
305001577,1,2019,School1,9,0.5,Math,10.34
305001577,1,2019,School1,9,0.5,ELA,18.75
303001194,1,2019,School1,10,1,Math,0
303001194,1,2019,School1,10,1,ELA,12.5
529292290,1,2019,School1,9,1,Math,36.21
529292290,1,2019,School1,9,1,ELA,36.46
303001283,1,2019,School1,9,1,Math,53.45
303001283,1,2019,School1,9,1,ELA,50
701155025,1,2019,School1,10,1,Math,53.45
701155025,1,2019,School1,10,1,ELA,40.63
303001230,1,2019,School1,9,1,Math,34.48
303001230,1,2019,School1,9,1,ELA,41.67
309001039,1,2019,School1,10,1,Math,24.14
309001039,1,2019,School1,10,1,ELA,40.63
302001374,1,2019,School1,10,1,Math,44.83
302001374,1,2019,School1,10,1,ELA,52.08
701156441,1,2019,School1,11,1,Math,39.66
701156441,1,2019,School1,11,1,ELA,71.88
310001383,1,2019,School1,9,1,Math,31.03
310001383,1,2019,School1,9,1,ELA,54.17
305001377,1,2019,School1,11,1,Math,53.45
305001377,1,2019,School1,11,1,ELA,51.04
310001384,1,2019,School1,9,1,Math,37.93
310001384,1,2019,School1,9,1,ELA,45.83
366336108,1,2019,School1,10,1,Math,29.31
366336108,1,2019,School1,10,1,ELA,26.04
303001269,1,2019,School1,9,1,Math,25.86
303001269,1,2019,School1,9,1,ELA,0
302001622,1,2019,School1,10,1,Math,41.38
302001622,1,2019,School1,10,1,ELA,54.17
701156510,1,2019,School1,9,1,Math,36.21
701156510,1,2019,School1,9,1,ELA,23.96
305002108,1,2019,School1,11,1,Math,55.17
305002108,1,2019,School1,11,1,ELA,45.83
302001625,1,2019,School1,10,1,Math,53.45
302001625,1,2019,School1,10,1,ELA,54.17
701153645,1,2019,School1,10,1,Math,46.55
701153645,1,2019,School1,10,1,ELA,50
305003035,1,2019,School1,10,1,Math,32.76
305003035,1,2019,School1,10,1,ELA,25
310001387,1,2019,School1,9,1,Math,50
310001387,1,2019,School1,9,1,ELA,36.46
309001042,1,2019,School1,11,1,Math,41.38
309001042,1,2019,School1,11,1,ELA,56.25
310001388,1,2019,School1,9,1,Math,18.97
310001388,1,2019,School1,9,1,ELA,37.5
302001377,1,2019,School1,9,1,Math,44.83
302001377,1,2019,School1,9,1,ELA,57.29
305002101,1,2019,School1,10,1,Math,32.76
305002101,1,2019,School1,10,1,ELA,41.67
302001378,1,2019,School1,10,1,Math,18.97
302001378,1,2019,School1,10,1,ELA,31.25
305002106,1,2019,School1,10,1,Math,39.66
305002106,1,2019,School1,10,1,ELA,45.83
309001044,1,2019,School1,11,1,Math,55.17
309001044,1,2019,School1,11,1,ELA,56.25
302001379,1,2019,School1,10,1,Math,63.79
302001379,1,2019,School1,10,1,ELA,65.63
302001627,1,2019,School1,10,1,Math,58.62
302001627,1,2019,School1,10,1,ELA,45.83
310001390,1,2019,School1,9,1,Math,46.55
310001390,1,2019,School1,9,1,ELA,55.21
302001138,1,2019,School1,11,1,Math,8.62
302001138,1,2019,School1,11,1,ELA,46.88
956057841,1,2019,School1,10,1,Math,60.34
956057841,1,2019,School1,10,1,ELA,54.17
305003031,1,2019,School1,9,1,Math,34.48
305003031,1,2019,School1,9,1,ELA,34.38
304043,1,2019,School1,10,0.5,Math,10.34
304043,1,2019,School1,10,0.5,ELA,22.92
302001381,1,2019,School1,10,1,Math,46.55
302001381,1,2019,School1,10,1,ELA,28.13
309001045,1,2019,School1,11,1,Math,46.55
309001045,1,2019,School1,11,1,ELA,56.25
303001273,1,2019,School1,9,1,Math,55.17
303001273,1,2019,School1,9,1,ELA,61.46
701155027,1,2019,School1,10,1,Math,43.1
701155027,1,2019,School1,10,1,ELA,48.96
302001631,1,2019,School1,10,1,Math,67.24
302001631,1,2019,School1,10,1,ELA,59.38
701153923,1,2019,School1,11,1,Math,34.48
701153923,1,2019,School1,11,1,ELA,36.46
303001293,1,2019,School1,9,1,Math,56.9
303001293,1,2019,School1,9,1,ELA,42.71
310001391,1,2019,School1,9,1,Math,36.21
310001391,1,2019,School1,9,1,ELA,41.67
305001364,1,2019,School1,9,1,Math,20.69
305001364,1,2019,School1,9,1,ELA,7.29
303001268,1,2019,School1,9,1,Math,44.83
303001268,1,2019,School1,9,1,ELA,34.38
701156404,1,2019,School1,9,1,Math,55.17
701156404,1,2019,School1,9,1,ELA,61.46
302001385,1,2019,School1,10,1,Math,34.48
302001385,1,2019,School1,10,1,ELA,57.29
310001392,1,2019,School1,9,1,Math,17.24
310001392,1,2019,School1,9,1,ELA,21.88
309001050,1,2019,School1,11,1,Math,39.66
309001050,1,2019,School1,11,1,ELA,60.42
302001386,1,2019,School1,9,1,Math,18.97
302001386,1,2019,School1,9,1,ELA,20.83
309001051,1,2019,School1,10,1,Math,15.52
309001051,1,2019,School1,10,1,ELA,12.5
303001271,1,2019,School1,9,1,Math,31.03
303001271,1,2019,School1,9,1,ELA,22.92
309001052,1,2019,School1,11,1,Math,65.52
309001052,1,2019,School1,11,1,ELA,47.92
701153863,1,2019,School1,10,1,Math,39.66
701153863,1,2019,School1,10,1,ELA,37.5
302001055,1,2019,School1,11,1,Math,44.83
302001055,1,2019,School1,11,1,ELA,42.71
310001393,1,2019,School1,9,1,Math,48.28
310001393,1,2019,School1,9,1,ELA,43.75
451579833,1,2019,School1,10,1,Math,46.55
451579833,1,2019,School1,10,1,ELA,42.71
309001054,1,2019,School1,11,1,Math,72.41
309001054,1,2019,School1,11,1,ELA,68.75
305002300,1,2019,School1,10,1,Math,31.03
305002300,1,2019,School1,10,1,ELA,21.88
302001632,1,2019,School1,10,1,Math,22.41
302001632,1,2019,School1,10,1,ELA,33.33
310001394,1,2019,School1,9,1,Math,58.62
310001394,1,2019,School1,9,1,ELA,64.58
230585660,1,2019,School1,11,1,Math,55.17
230585660,1,2019,School1,11,1,ELA,56.25
309001055,1,2019,School1,11,1,Math,36.21
309001055,1,2019,School1,11,1,ELA,52.08
310001395,1,2019,School1,9,1,Math,65.52
310001395,1,2019,School1,9,1,ELA,66.67
302001633,1,2019,School1,10,1,Math,50
302001633,1,2019,School1,10,1,ELA,60.42
701156034,1,2019,School1,9,1,Math,36.21
701156034,1,2019,School1,9,1,ELA,35.42
701156440,1,2019,School1,11,1,Math,44.83
701156440,1,2019,School1,11,1,ELA,52.08
303001288,1,2019,School1,9,1,Math,25.86
303001288,1,2019,School1,9,1,ELA,22.92
302001634,1,2019,School1,10,1,Math,72.41
302001634,1,2019,School1,10,1,ELA,65.63
303001225,1,2019,School1,9,1,Math,34.48
303001225,1,2019,School1,9,1,ELA,36.46
641444824,1,2019,School1,10,1,Math,39.66
641444824,1,2019,School1,10,1,ELA,43.75
701152539,1,2019,School1,9,1,Math,43.1
701152539,1,2019,School1,9,1,ELA,43.75
395647003,1,2019,School1,11,1,Math,37.93
395647003,1,2019,School1,11,1,ELA,52.08
701152615,1,2019,School1,9,1,Math,62.07
701152615,1,2019,School1,9,1,ELA,44.79
701152626,1,2019,School1,9,1,Math,32.76
701152626,1,2019,School1,9,1,ELA,32.29
302001635,1,2019,School1,10,1,Math,53.45
302001635,1,2019,School1,10,1,ELA,64.58
302001387,1,2019,School1,10,1,Math,55.17
302001387,1,2019,School1,10,1,ELA,52.08
701156492,1,2019,School1,9,1,Math,43.1
701156492,1,2019,School1,9,1,ELA,50
309001056,1,2019,School1,11,1,Math,31.03
309001056,1,2019,School1,11,1,ELA,45.83
310001396,1,2019,School1,9,1,Math,27.59
310001396,1,2019,School1,9,1,ELA,37.5
305001436,1,2019,School1,10,1,Math,44.83
305001436,1,2019,School1,10,1,ELA,54.17
303001191,1,2019,School1,9,1,Math,31.03
303001191,1,2019,School1,9,1,ELA,32.29
701155033,1,2019,School1,11,1,Math,20.69
701155033,1,2019,School1,11,1,ELA,31.25
701158119,1,2019,School1,9,1,Math,22.41
701158119,1,2019,School1,9,1,ELA,21.88
295861091,1,2019,School1,9,1,Math,41.38
295861091,1,2019,School1,9,1,ELA,29.17
305002364,1,2019,School1,11,0.5,Math,24.14
305002364,1,2019,School1,11,0.5,ELA,18.75
310001397,1,2019,School1,9,1,Math,43.1
310001397,1,2019,School1,9,1,ELA,41.67
302001388,1,2019,School1,10,1,Math,53.45
302001388,1,2019,School1,10,1,ELA,52.08
701152683,1,2019,School1,9,1,Math,5.17
701152683,1,2019,School1,9,1,ELA,10.42
303001229,1,2019,School1,9,1,Math,62.07
303001229,1,2019,School1,9,1,ELA,52.08
305001291,1,2019,School1,10,1,Math,36.21
305001291,1,2019,School1,10,1,ELA,55.21
303001164,1,2019,School1,10,1,Math,55.17
303001164,1,2019,School1,10,1,ELA,37.5
309001058,1,2019,School1,11,1,Math,56.9
309001058,1,2019,School1,11,1,ELA,68.75
466103187,1,2019,School1,9,1,Math,36.21
466103187,1,2019,School1,9,1,ELA,41.67
660037990,1,2019,School1,10,1,Math,36.21
660037990,1,2019,School1,10,1,ELA,36.46
302001639,1,2019,School1,10,1,Math,37.93
302001639,1,2019,School1,10,1,ELA,36.46
309001060,1,2019,School1,10,1,Math,17.24
309001060,1,2019,School1,10,1,ELA,25
303001187,1,2019,School1,11,0.5,Math,24.14
303001187,1,2019,School1,11,0.5,ELA,35.42
701153920,1,2019,School1,9,1,Math,20.69
701153920,1,2019,School1,9,1,ELA,0
701153920,1,2019,School1,9,1,Math,29.31
701153920,1,2019,School1,9,1,ELA,28.13
303001246,1,2019,School1,9,1,Math,37.93
303001246,1,2019,School1,9,1,ELA,17.71
310001400,1,2019,School1,9,1,Math,31.03
310001400,1,2019,School1,9,1,ELA,43.75
303001227,1,2019,School1,9,1,Math,27.59
303001227,1,2019,School1,9,1,ELA,23.96
305001352,1,2019,School1,9,1,Math,29.31
305001352,1,2019,School1,9,1,ELA,28.13
305002353,1,2019,School1,9,1,Math,20.69
305002353,1,2019,School1,9,1,ELA,28.13
881950251,1,2019,School1,9,1,Math,50
881950251,1,2019,School1,9,1,ELA,44.79
310001401,1,2019,School1,9,1,Math,36.21
310001401,1,2019,School1,9,1,ELA,41.67
310001404,1,2019,School1,9,1,Math,13.79
310001404,1,2019,School1,9,1,ELA,33.33
310001403,1,2019,School1,9,1,Math,20.69
310001403,1,2019,School1,9,1,ELA,33.33
701156580,1,2019,School1,10,1,Math,39.66
701156580,1,2019,School1,10,1,ELA,32.29
305002112,1,2019,School1,11,1,Math,36.21
305002112,1,2019,School1,11,1,ELA,37.5
303001289,1,2019,School1,9,1,Math,36.21
303001289,1,2019,School1,9,1,ELA,39.58
303001291,1,2019,School1,9,1,Math,53.45
303001291,1,2019,School1,9,1,ELA,45.83
305003406,1,2019,School1,9,1,Math,37.93
305003406,1,2019,School1,9,1,ELA,18.75
302001392,1,2019,School1,9,1,Math,25.86
302001392,1,2019,School1,9,1,ELA,26.04
302001393,1,2019,School1,9,1,Math,37.93
302001393,1,2019,School1,9,1,ELA,51.04
309001065,1,2019,School1,11,1,Math,68.97
309001065,1,2019,School1,11,1,ELA,77.08
625711379,1,2019,School1,9,1,Math,50
625711379,1,2019,School1,9,1,ELA,56.25
701152678,1,2019,School1,9,1,Math,48.28
701152678,1,2019,School1,9,1,ELA,59.38
302001394,1,2019,School1,10,1,Math,67.24
302001394,1,2019,School1,10,1,ELA,63.54
309001066,1,2019,School1,11,1,Math,74.14
309001066,1,2019,School1,11,1,ELA,60.42
305002365,1,2019,School1,9,1,Math,25.86
305002365,1,2019,School1,9,1,ELA,28.13
302001645,1,2019,School1,10,1,Math,39.66
302001645,1,2019,School1,10,1,ELA,33.33
701155035,1,2019,School1,11,0.5,Math,31.03
701155035,1,2019,School1,11,0.5,ELA,35.42
701153919,1,2019,School1,10,1,Math,22.41
701153919,1,2019,School1,10,1,ELA,26.04
701158499,1,2019,School1,9,0.5,Math,3.45
701158499,1,2019,School1,9,0.5,ELA,4.17
302001395,1,2019,School1,9,1,Math,29.31
302001395,1,2019,School1,9,1,ELA,21.88
302001646,1,2019,School1,9,1,Math,29.31
302001646,1,2019,School1,9,1,ELA,31.25
309001069,1,2019,School1,11,0.5,Math,20.69
309001069,1,2019,School1,11,0.5,ELA,18.75
701156455,1,2019,School1,11,1,Math,53.45
701156455,1,2019,School1,11,1,ELA,64.58
305003033,1,2019,School1,9,1,Math,25.86
305003033,1,2019,School1,9,1,ELA,26.04
303001286,1,2019,School1,9,1,Math,43.1
303001286,1,2019,School1,9,1,ELA,43.75
305001354,1,2019,School1,10,1,Math,51.72
305001354,1,2019,School1,10,1,ELA,59.38
309001071,1,2019,School1,11,1,Math,75.86
309001071,1,2019,School1,11,1,ELA,73.96
701152538,1,2019,School1,9,1,Math,65.52
701152538,1,2019,School1,9,1,ELA,58.33
305001427,1,2019,School1,9,1,Math,0
305001427,1,2019,School1,9,1,ELA,0
701153996,1,2019,School1,9,0.5,Math,13.79
701153996,1,2019,School1,9,0.5,ELA,25
701158126,1,2019,School1,11,0.5,Math,34.48
701158126,1,2019,School1,11,0.5,ELA,50
310001409,1,2019,School1,9,1,Math,39.66
310001409,1,2019,School1,9,1,ELA,34.38
303001247,1,2019,School1,9,1,Math,43.1
303001247,1,2019,School1,9,1,ELA,30.21
310001410,1,2019,School1,9,1,Math,44.83
310001410,1,2019,School1,9,1,ELA,27.08
305001397,1,2019,School1,9,1,Math,25.86
305001397,1,2019,School1,9,1,ELA,23.96
305001388,1,2019,School1,10,1,Math,68.97
305001388,1,2019,School1,10,1,ELA,72.92
305001299,1,2019,School1,10,1,Math,29.31
305001299,1,2019,School1,10,1,ELA,48.96
309001076,1,2019,School1,11,1,Math,70.69
309001076,1,2019,School1,11,1,ELA,79.17
302001650,1,2019,School1,10,1,Math,65.52
302001650,1,2019,School1,10,1,ELA,53.13
309001089,1,2019,School1,11,1,Math,41.38
309001089,1,2019,School1,11,1,ELA,54.17
302001651,1,2019,School1,9,1,Math,29.31
302001651,1,2019,School1,9,1,ELA,33.33
302001179,1,2019,School1,11,0.5,Math,27.59
302001179,1,2019,School1,11,0.5,ELA,22.92
701156497,1,2019,School1,10,1,Math,41.38
701156497,1,2019,School1,10,1,ELA,44.79
302001647,1,2019,School1,9,1,Math,20.69
302001647,1,2019,School1,9,1,ELA,16.67
701153962,1,2019,School1,9,1,Math,55.17
701153962,1,2019,School1,9,1,ELA,43.75
303001170,1,2019,School1,10,1,Math,25.86
303001170,1,2019,School1,10,1,ELA,5.21
302001652,1,2019,School1,10,1,Math,63.79
302001652,1,2019,School1,10,1,ELA,61.46
701153933,1,2019,School1,11,1,Math,24.14
701153933,1,2019,School1,11,1,ELA,41.67
302001653,1,2019,School1,10,1,Math,75.86
302001653,1,2019,School1,10,1,ELA,64.58
701156041,1,2019,School1,9,1,Math,27.59
701156041,1,2019,School1,9,1,ELA,16.67
309001079,1,2019,School1,11,1,Math,55.17
309001079,1,2019,School1,11,1,ELA,80.21
310001412,1,2019,School1,9,1,Math,22.41
310001412,1,2019,School1,9,1,ELA,30.21
305003397,1,2019,School1,9,1,Math,67.24
305003397,1,2019,School1,9,1,ELA,53.13
904760352,1,2019,School1,9,1,Math,37.93
904760352,1,2019,School1,9,1,ELA,31.25
309001084,1,2019,School1,11,1,Math,60.34
309001084,1,2019,School1,11,1,ELA,53.13
701158658,1,2019,School1,9,1,Math,15.52
701158658,1,2019,School1,9,1,ELA,27.08
303001290,1,2019,School1,9,1,Math,39.66
303001290,1,2019,School1,9,1,ELA,40.63
303001270,1,2019,School1,9,1,Math,46.55
303001270,1,2019,School1,9,1,ELA,37.5
302001656,1,2019,School1,10,1,Math,34.48
302001656,1,2019,School1,10,1,ELA,39.58
302001401,1,2019,School1,10,1,Math,60.34
302001401,1,2019,School1,10,1,ELA,43.75
302001402,1,2019,School1,10,1,Math,32.76
302001402,1,2019,School1,10,1,ELA,35.42
302001658,1,2019,School1,10,1,Math,25.86
302001658,1,2019,School1,10,1,ELA,29.17
302001659,1,2019,School1,10,1,Math,48.28
302001659,1,2019,School1,10,1,ELA,50
302001766,1,2019,School1,11,0.5,Math,17.24
302001766,1,2019,School1,11,0.5,ELA,35.42
309001085,1,2019,School1,11,1,Math,48.28
309001085,1,2019,School1,11,1,ELA,36.46
303001262,1,2019,School1,9,1,Math,44.83
303001262,1,2019,School1,9,1,ELA,25
309001087,1,2019,School1,11,1,Math,50
309001087,1,2019,School1,11,1,ELA,54.17
302001661,1,2019,School1,10,1,Math,8.62
302001661,1,2019,School1,10,1,ELA,17.71
302001755,1,2019,School1,10,1,Math,41.38
302001755,1,2019,School1,10,1,ELA,56.25
310001417,1,2019,School1,9,1,Math,32.76
310001417,1,2019,School1,9,1,ELA,39.58
305002338,1,2019,School1,9,1,Math,29.31
305002338,1,2019,School1,9,1,ELA,0
306001331,1,2019,School1,10,0.5,Math,20.69
306001331,1,2019,School1,10,0.5,ELA,2.08
890228085,1,2019,School4,11,1,Math,37.93
890228085,1,2019,School4,11,1,ELA,21.88
890212401,1,2019,School4,9,1,Math,10.34
890212401,1,2019,School4,9,1,ELA,22.92
890157116,1,2019,School4,10,1,Math,18.97
890157116,1,2019,School4,10,1,ELA,13.54
890204438,1,2019,School4,9,1,Math,6.9
890204438,1,2019,School4,9,1,ELA,9.38
890212916,1,2019,School4,10,1,Math,18.97
890212916,1,2019,School4,10,1,ELA,32.29
890247798,1,2019,School4,9,1,Math,17.24
890247798,1,2019,School4,9,1,ELA,0
890211927,1,2019,School4,9,1,Math,13.79
890211927,1,2019,School4,9,1,ELA,0
890201889,1,2019,School4,11,1,Math,20.69
890201889,1,2019,School4,11,1,ELA,26.04
890225851,1,2019,School4,11,1,Math,29.31
890225851,1,2019,School4,11,1,ELA,56.25
890204972,1,2019,School4,9,1,Math,13.79
890204972,1,2019,School4,9,1,ELA,23.96
890211894,1,2019,School4,9,1,Math,6.9
890211894,1,2019,School4,9,1,ELA,0
890213873,1,2019,School4,9,1,Math,13.79
890213873,1,2019,School4,9,1,ELA,0
890231920,1,2019,School4,10,1,Math,37.93
890231920,1,2019,School4,10,1,ELA,36.46
890223305,1,2019,School4,9,1,Math,8.62
890223305,1,2019,School4,9,1,ELA,0
890206002,1,2019,School4,10,1,Math,36.21
890206002,1,2019,School4,10,1,ELA,38.54
890211807,1,2019,School4,9,1,Math,1.72
890211807,1,2019,School4,9,1,ELA,0
890210593,1,2019,School4,9,1,Math,6.9
890210593,1,2019,School4,9,1,ELA,0
890159389,1,2019,School4,11,1,Math,0
890159389,1,2019,School4,11,1,ELA,0
890210482,1,2019,School4,9,1,Math,6.9
890210482,1,2019,School4,9,1,ELA,0
890209435,1,2019,School4,10,1,Math,41.38
890209435,1,2019,School4,10,1,ELA,46.88
890211790,1,2019,School4,9,1,Math,8.62
890211790,1,2019,School4,9,1,ELA,0
890210599,1,2019,School4,9,1,Math,12.07
890210599,1,2019,School4,9,1,ELA,33.33
890207934,1,2019,School4,9,1,Math,10.34
890207934,1,2019,School4,9,1,ELA,20.83
890207725,1,2019,School4,9,1,Math,13.79
890207725,1,2019,School4,9,1,ELA,25
890231165,1,2019,School4,11,1,Math,36.21
890231165,1,2019,School4,11,1,ELA,54.17
890214542,1,2019,School4,10,1,Math,12.07
890214542,1,2019,School4,10,1,ELA,42.71
890207287,1,2019,School4,10,1,Math,34.48
890207287,1,2019,School4,10,1,ELA,45.83
890206815,1,2019,School4,10,1,Math,24.14
890206815,1,2019,School4,10,1,ELA,36.46
890205045,1,2019,School4,11,1,Math,39.66
890205045,1,2019,School4,11,1,ELA,50
890205071,1,2019,School4,10,1,Math,24.14
890205071,1,2019,School4,10,1,ELA,23.96
890212309,1,2019,School4,9,1,Math,13.79
890212309,1,2019,School4,9,1,ELA,0
890210537,1,2019,School4,9,1,Math,5.17
890210537,1,2019,School4,9,1,ELA,0
890201556,1,2019,School4,11,1,Math,27.59
890201556,1,2019,School4,11,1,ELA,13.54
890215041,1,2019,School4,9,1,Math,39.66
890215041,1,2019,School4,9,1,ELA,0
890202270,1,2019,School4,11,1,Math,5.17
890202270,1,2019,School4,11,1,ELA,30.21
890208427,1,2019,School4,11,1,Math,17.24
890208427,1,2019,School4,11,1,ELA,48.96
890201356,1,2019,School4,11,1,Math,17.24
890201356,1,2019,School4,11,1,ELA,36.46
890208943,1,2019,School4,10,1,Math,34.48
890208943,1,2019,School4,10,1,ELA,44.79
890151298,1,2019,School4,11,1,Math,22.41
890151298,1,2019,School4,11,1,ELA,46.88
890155586,1,2019,School4,11,1,Math,17.24
890155586,1,2019,School4,11,1,ELA,29.17
890155585,1,2019,School4,11,1,Math,20.69
890155585,1,2019,School4,11,1,ELA,40.63
890159993,1,2019,School4,10,1,Math,24.14
890159993,1,2019,School4,10,1,ELA,42.71
890204256,1,2019,School4,11,1,Math,20.69
890204256,1,2019,School4,11,1,ELA,40.63
890202227,1,2019,School4,10,1,Math,20.69
890202227,1,2019,School4,10,1,ELA,34.38
890215008,1,2019,School4,9,1,Math,1.72
890215008,1,2019,School4,9,1,ELA,0
890158054,1,2019,School4,10,1,Math,27.59
890158054,1,2019,School4,10,1,ELA,44.79
890212751,1,2019,School4,9,1,Math,5.17
890212751,1,2019,School4,9,1,ELA,0
890208654,1,2019,School4,9,1,Math,3.45
890208654,1,2019,School4,9,1,ELA,0
890213780,1,2019,School4,9,1,Math,46.55
890213780,1,2019,School4,9,1,ELA,0
890202196,1,2019,School4,11,1,Math,17.24
890202196,1,2019,School4,11,1,ELA,20.83
890203736,1,2019,School4,10,1,Math,18.97
890203736,1,2019,School4,10,1,ELA,53.13
890207768,1,2019,School4,9,1,Math,13.79
890207768,1,2019,School4,9,1,ELA,0
890237971,1,2019,School4,10,1,Math,17.24
890237971,1,2019,School4,10,1,ELA,30.21
890207766,1,2019,School4,9,1,Math,10.34
890207766,1,2019,School4,9,1,ELA,0
890214210,1,2019,School4,9,1,Math,10.34
890214210,1,2019,School4,9,1,ELA,38.54
890205011,1,2019,School4,11,1,Math,22.41
890205011,1,2019,School4,11,1,ELA,31.25
890202231,1,2019,School4,10,1,Math,12.07
890202231,1,2019,School4,10,1,ELA,0
890207113,1,2019,School4,10,1,Math,13.79
890207113,1,2019,School4,10,1,ELA,38.54
890204300,1,2019,School4,11,1,Math,43.1
890204300,1,2019,School4,11,1,ELA,39.58
890211175,1,2019,School4,9,1,Math,27.59
890211175,1,2019,School4,9,1,ELA,29.17
890212099,1,2019,School4,9,1,Math,8.62
890212099,1,2019,School4,9,1,ELA,9.38
890207181,1,2019,School4,10,1,Math,22.41
890207181,1,2019,School4,10,1,ELA,31.25
890210292,1,2019,School4,9,1,Math,22.41
890210292,1,2019,School4,9,1,ELA,25
890211497,1,2019,School4,9,1,Math,25.86
